56484,#suman,222129524534546432,131234539,rrey291,"Regina Reyes","Not eating rice is sooo hard when you're Filipino, even the desserts are made of rice! #suman #omnomnom  http://t.co/jEj2SYfq","Mon, 09 Jul 2012 00:46:20 +0000",http://a0.twimg.com/profile_images/1748904719/T88df999_normal
56485,#suman,222111402402381824,107909065,klarifae,✨klarifae✨,"Goodmorning tweeps! Excited na ko sa breakfast ko. #Suman","Sun, 08 Jul 2012 23:34:19 +0000",http://a0.twimg.com/profile_images/2282685853/image_normal.jpg
56486,#suman,222077583506935809,527638254,ZeinabSaleh01,#Zeinab,"Annd last but not least her salad lmao #suman http://t.co/FQsRs3iI","Sun, 08 Jul 2012 21:19:56 +0000",http://a0.twimg.com/profile_images/2381084552/image_normal.jpg
56487,#suman,222030733261283328,196356567,VaaleCampann,"Vaaaaaale :B","Me gustan los chicos con aparatosssssssss #SUMAN","Sun, 08 Jul 2012 18:13:46 +0000",http://a0.twimg.com/profile_images/2379159223/fm7zgcomlrsjca127gjv_normal.jpeg
56488,#suman,222025358835322880,304704370,KarlaGirlaloo,"karla tipay","It's been a while! Omgsh SUMANBEYBE &lt;3 #suman #dessert #SweetStuff http://t.co/Gv9Ytujl","Sun, 08 Jul 2012 17:52:25 +0000",http://a0.twimg.com/profile_images/2337441294/l2ywr6zd50pasw0n4f8n_normal.jpeg
56489,#suman,222000217459920896,527638254,ZeinabSaleh01,#Zeinab,"#picstitch  #suman #cuzzo 💜💗 http://t.co/uToutTq8","Sun, 08 Jul 2012 16:12:31 +0000",http://a0.twimg.com/profile_images/2381084552/image_normal.jpg
56490,#suman,221949079024963584,90845810,frvrshn,sheeeeeeeena,"Yung andaming pagkain kanina pero hindi ka makakain kasi busog na busog ka na. Ngayon naman gutom =)) #Palabok #Maja #Suman #Tempura #Pinya","Sun, 08 Jul 2012 12:49:18 +0000",http://a0.twimg.com/profile_images/2357013840/aaxki7fj1oyjy8w88dyu_normal.jpeg
56491,#suman,221844275640545280,56649784,jemanorange,"Jeman Villanueva","#PinoyFood #kakanin #suman #arrozcaldo #instapic #foodtrip #foodporn #foodies #instafood #MarriottManila http://t.co/I9l6SDfo","Sun, 08 Jul 2012 05:52:51 +0000",http://a0.twimg.com/profile_images/1225520425/image_normal.jpg
56492,#suman,221777335148478465,77184981,iamDINGerous,"ding capangpangan","The cutest twins ever! #suman #eating #kenneth #kennedy  @ San Jose Heights http://t.co/7CQtYWup","Sun, 08 Jul 2012 01:26:51 +0000",http://a0.twimg.com/profile_images/2234149867/1b8ed122a24b11e1ab011231381052c0_7_normal.jpg
56493,#suman,221149417204498432,296429813,SumanKChahal,SumanChahal,"Low rider bikes , low riding' annix, low standards, even lower trucks #Suman","Fri, 06 Jul 2012 07:51:44 +0000",http://a0.twimg.com/profile_images/2264089131/image_normal.jpg
56494,#suman,220690487928041473,170761321,JMtools,"JM Tools","@C5N Muy interesante el prog. D @vivianacanosaok hacia falta este tipo de notas fuera del estudio. #SUMAN","Thu, 05 Jul 2012 01:28:07 +0000",http://a0.twimg.com/profile_images/1447657711/logo4_normal.jpg
56495,#suman,220588322727264256,277223658,SsasDiary,"Isabel M.","Totalmente !! X3 @soyvirginialeon: MT ""@NanilabraDoor: Las #fuerzas que se asocian para el #bien no se #suman, se #multiplican."" #Amèn”","Wed, 04 Jul 2012 18:42:09 +0000",http://a0.twimg.com/profile_images/2385718603/image_normal.jpg
56496,#suman,220586986912751616,280398284,soyvirginialeon,"Virginia León","MT ""@NanilabraDoor: Las #fuerzas que se asocian para el #bien no se #suman, se #multiplican."" #Amèn","Wed, 04 Jul 2012 18:36:50 +0000",http://a0.twimg.com/profile_images/2198400065/_DSC7328_1_tweet_normal.jpg
56497,#suman,220578481099120641,275231477,NanilabraDoor,"Nani labraDoor","Las #fuerzas que se asocian para el #bien no se #suman, se #multiplican.","Wed, 04 Jul 2012 18:03:02 +0000",http://a0.twimg.com/profile_images/1777750818/IM_normal.jpg
56498,#suman,220570793808109568,392972038,epfi_OFW,"epfi bagongbuhay","gusto ko lang naman magluto ng #suman pero bakit may handa pa kayong #sopas. oh yeah its #KakaninDay","Wed, 04 Jul 2012 17:32:29 +0000",http://a0.twimg.com/profile_images/1593358362/pinoy_normal.jpg
61050,#suman,226246406938173440,586596142,Nirajanpanthee,"Nirajan Panthee","gfsg #suman","Fri, 20 Jul 2012 09:25:21 +0000",http://a0.twimg.com/sticky/default_profile_images/default_profile_6_normal.png
61051,#suman,226187606004731904,83080663,JaajaBong,"Gonga Phoring","And I dont get why he suddenly abstained after publicly supporting Pranab. Either he has lost it or was simply fishing for publicity. #Suman","Fri, 20 Jul 2012 05:31:42 +0000",http://a0.twimg.com/profile_images/2307294218/dw4k39jkj2adk3x45kr8_normal.jpeg
61052,#suman,225946698546049025,354937432,kalbimBE,"Cansel Önal ","RT @TikaTikooo: add new friends from turkey @kalbimBE and #suman.anil nice to chatt to u guys :D","Thu, 19 Jul 2012 13:34:25 +0000",http://a0.twimg.com/profile_images/2413494253/y71ub787bcmpf6rnfujp_normal.jpeg
61053,#suman,225946356026580992,294507948,TikaTikooo,"Y  U  K  A  S  E","add new friends from turkey @kalbimBE and #suman.anil nice to chatt to u guys :D","Thu, 19 Jul 2012 13:33:03 +0000",http://a0.twimg.com/profile_images/2411707603/2z2mzdzmuhishxmcg7go_normal.jpeg
61054,#suman,225843839372521472,557563790,cteruel95,"Clàudia Codina ","RT @anne_jewel4: @gerrybdn @axelcamps odio a los que #suman xd","Thu, 19 Jul 2012 06:45:41 +0000",http://a0.twimg.com/profile_images/2150276841/image_normal.jpg
61055,#suman,225714458218094592,492158001,anne_jewel4,"Anna Joya","@gerrybdn @axelcamps odio a los que #suman xd","Wed, 18 Jul 2012 22:11:35 +0000",http://a0.twimg.com/profile_images/2378356536/anna_normal.jpg
61056,#suman,225436480552697856,33557783,AaronAtayde,"Aaron Atayde","@jcgonzales @coinoperatedgrl @jemolina @moki_doki namiss niyo lang yung sobrang sikip na yellow shirt ko! #Suman","Wed, 18 Jul 2012 03:47:00 +0000",http://a0.twimg.com/profile_images/1532857020/josh_normal.jpg
61057,#suman,225298238905913344,184887192,eljefedad,"Papucho Duverge","RT @notadetrollface: RT""@jeanccedeno: @AminPoueriecede @elsitio @notadetrollface @eljefedad @adrianxcastro cuanto guaremate junto #Sumanifica""","Tue, 17 Jul 2012 18:37:40 +0000",http://a0.twimg.com/profile_images/2380686439/image_normal.jpg
61058,#suman,225092129830092800,76878621,itsmeMheleeBrat,"♔Mhel Abuel de Paz♔","#suman for my merienda! I miss home! #nostalgic! :/  @ Davao Doctor's College http://t.co/mRTpRgcL","Tue, 17 Jul 2012 04:58:40 +0000",http://a0.twimg.com/profile_images/1647790032/384658_2384318801538_1057780422_32729289_92617132_n_no
61059,#suman,224914998219112448,110086170,theyuumichef,"Jaysen Geronimo","just went out of the room., then I forgot what to do.saw the ref and suddenly ate #suman haha! #midnightSnacks","Mon, 16 Jul 2012 17:14:48 +0000",http://a0.twimg.com/profile_images/2217241631/yuumi_normal.jpg
61060,#suman,224897965179944962,141487700,onlyyoursmine,"Lalaine Perez","Alright. need to Sleep. Good Night Beautiful People ^_^ @bhietootie #SUMAN TIME I love you! :* #ooout","Mon, 16 Jul 2012 16:07:07 +0000",http://a0.twimg.com/profile_images/2175694900/IMG_0371_normal.JPG
61061,#suman,224815119845179392,552841851,18_minutos,18Minutos,"#Preocupación #causa la ola de #accidentes donde ya se #suman #diez #víctimas #fatales: Hace… http://t.co/JyDqf6PN","Mon, 16 Jul 2012 10:37:56 +0000",http://a0.twimg.com/profile_images/2110716555/01_normal.jpg
61062,#suman,224759204873908224,21599129,PUREADDICT,"Philip Isidro","Hella #suman #outchea. #pasalubong #SumanInABox http://t.co/r7BLFIFd","Mon, 16 Jul 2012 06:55:44 +0000",http://a0.twimg.com/profile_images/1652513527/image_normal.jpg
61063,#suman,224584557259784192,412337626,imdbestueverhad,"Dihanna Dee","Time check: 3:22am ngising at maiihi at Gutom D: #suman #pinoy #food #meryenda #sweet  http://t.co/B19r3Zvd","Sun, 15 Jul 2012 19:21:45 +0000",http://a0.twimg.com/profile_images/2402600803/image_normal.jpg
61064,#suman,224549486427521025,516490057,sp_noticias,"Noticias en español","#Suman #24 #muertos #por #lluvias #en #Japon: // http://t.co/UlY2ym7q para mas videos // Origen - ............. http://t.co/yW6Fbqzz","Sun, 15 Jul 2012 17:02:24 +0000",http://a0.twimg.com/profile_images/2326707102/o8yhuc0uba6p32e0dap7_normal.jpeg
61065,#suman,224309421482840065,227615653,bolangkristal,"Kristal Casidsid","Gumornin brekky! #PAN de sal #Suman from Kalibo :) http://t.co/u4pPH3fx","Sun, 15 Jul 2012 01:08:28 +0000",http://a0.twimg.com/profile_images/2206549378/dp1_normal.jpg
61066,#suman,224302384371859456,35159263,aixstar,"Kimberly Suarez A.","Craving for #dunkindonuts or #suman :( tagal umuwi ni Shaf :| Gutom na ako. Hmm Actually any donuts would shut me up. ☺","Sun, 15 Jul 2012 00:40:30 +0000",http://a0.twimg.com/profile_images/1148497315/44316_427004147855_533292855_4803615_2270371_n_normal.
61067,#suman,224001762686799872,20612100,miss_susshi,"Ivy Jane Lazarraga","#dessert #suman #foodie #foodporn #igersdavao #instagram  http://t.co/uawfZmyr","Sat, 14 Jul 2012 04:45:56 +0000",http://a0.twimg.com/profile_images/2411794756/image_normal.jpg
61068,#suman,223600807617105920,59349328,mickhanzie,"hanzie mac dela cruz","i #eat my #food with the #weirdest #combination, hehe. 😜😰 #pansit, #buchi, #fried #suman with #sugar on #top http://t.co/M7pFlx9H","Fri, 13 Jul 2012 02:12:41 +0000",http://a0.twimg.com/profile_images/2375024476/image_normal.jpg
62414,#suman,227329618754019329,50886397,AbViEallawan,"Vanessa Allawan","masarap ang #Suman sa tag #Ulan :)","Mon, 23 Jul 2012 09:09:39 +0000",http://a0.twimg.com/profile_images/2260601373/_gickr.com__111fb84e-18b8-efc4-e9fd-dba1004fe875_norma
62415,#suman,227325373698945024,50286876,chichay17,"LyNn Santos","Photo: yummy.. =D #suman #pinoy #sugar #siradiet (Taken with Instagram) http://t.co/S5Lc7dNE","Mon, 23 Jul 2012 08:52:47 +0000",http://a0.twimg.com/profile_images/1367284712/image_normal.jpg
62416,#suman,227325363464847360,50286876,chichay17,"LyNn Santos","yummy.. =D #suman #pinoy #sugar #siradiet  http://t.co/eRfNB5TC","Mon, 23 Jul 2012 08:52:44 +0000",http://a0.twimg.com/profile_images/1367284712/image_normal.jpg
62417,#suman,227013468719575040,348289047,Reddyy_Sandeep,"Sandeep Reddy Kudala","RT @AnooshMirchi: ETV #Suman ki cancer anta...Max 2 mnths anta :(","Sun, 22 Jul 2012 12:13:23 +0000",http://a0.twimg.com/profile_images/2385042233/6vd1LlJa_normal
62418,#suman,226987309378195456,397731335,AnooshMirchi,"NTR™ 4 No.1©","ETV #Suman ki cancer anta...Max 2 mnths anta :(","Sun, 22 Jul 2012 10:29:26 +0000",http://a0.twimg.com/profile_images/2421614620/1342958463979_normal.jpg
62419,#suman,226927356823093248,187966363,RioPaulaMia,"RioPaulaMia Manzano","..On this bedweather, Im planning to have these for merienda 👍#hotchoco #suman http://t.co/8EuaMI2b","Sun, 22 Jul 2012 06:31:12 +0000",http://a0.twimg.com/profile_images/1120984653/28838005218061l_normal.jpg
62420,#suman,226922235615670272,63056554,ImAudrella,"Audrey Garin","Suman FTW! #kawitfiesta #suman #sugar #filipinofood #pinoyfood http://t.co/z7k5IRjG","Sun, 22 Jul 2012 06:10:51 +0000",http://a0.twimg.com/profile_images/2378079420/image_normal.jpg
62421,#suman,226489806929149952,32375062,mainesoliman,"charmaine soliman","A super Filipino breakfast for this super rainy morning! ☔ #champorado #suman #filipino #breakfast #food #fo http://t.co/FJ9AJnv5","Sat, 21 Jul 2012 01:32:32 +0000",http://a0.twimg.com/profile_images/2008070259/mainesoliman_normal.jpg
62422,#suman,226399407279579137,355889822,melody_rv29,"Melody Rivera Valdez","Gente qke nO #Suman la sacO de mii ♥","Fri, 20 Jul 2012 19:33:19 +0000",http://a0.twimg.com/profile_images/2427601569/FacebookHomescreenImage_normal.jpg
62423,#suman,226308116797607937,305951659,jaelayun,"Jae layun","Cachetonas #suman","Fri, 20 Jul 2012 13:30:34 +0000",http://a0.twimg.com/profile_images/2401796748/cbqk2ix5swt7t8xqfaih_normal.jpeg
62424,#suman,226298290101182464,128880853,CloudnineCare,"Cloudnine Care India","#Dr. #Suman Singh, Conslt OBS &amp; Gynec addressed an audience on 19/7/12 on #Women’s #Health #Awareness at JLL, UB city. http://t.co/V3GRpLvK","Fri, 20 Jul 2012 12:51:31 +0000",http://a0.twimg.com/profile_images/2309603752/q08gl6ptcogw0xyw79m1_normal.jpeg
